protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score	label
FBgn0010355	GO:0017025	133	14	5	0.034013605442176874	FP
FBgn0040524	GO:0017025	2	14	0	0.0	FN
FBgn0035823	GO:0016281	99	12	4	0.036036036036036036	FP
FBgn0039283	GO:0016281	25	12	0	0.0	FN
FBgn0032487	GO:0000178	82	10	8	0.08695652173913043	FP
FBgn0011944	GO:0000178	0	10	0	0.0	FN
FBgn0053365	GO:0022626	0	175	0	0.0	FP
FBgn0034521	GO:0022626	2	175	0	0.0	FN
FBgn0283509	GO:0003824	6	204	0	0.0	FP
FBgn0003373	GO:0003824	0	204	0	0.0	FN
FBgn0030141	GO:0005802	40	43	1	0.012048192771084338	FP
FBgn0285896	GO:0005802	7	43	0	0.0	FN
FBgn0052069	GO:0006888	9	69	0	0.0	FP
FBgn0039180	GO:0006888	1	69	0	0.0	FN
FBgn0260945	GO:0046777	161	25	1	0.005376344086021506	FP
FBgn0026404	GO:0046777	24	25	0	0.0	FN
FBgn0036299	GO:0005576	36	499	0	0.0	FP
FBgn0041224	GO:0005576	1	499	0	0.0	FN
FBgn0003301	GO:0007623	10	45	1	0.01818181818181818	FP
FBgn0032596	GO:0007623	172	45	0	0.0	FN
FBgn0038385	GO:0035332	30	39	2	0.028985507246376812	FP
FBgn0036316	GO:0035332	58	39	0	0.0	FN
FBgn0004575	GO:0072553	25	14	1	0.02564102564102564	FP
FBgn0001079	GO:0072553	71	14	0	0.0	FN
FBgn0011224	GO:1990904	123	54	8	0.04519774011299435	FP
FBgn0010313	GO:1990904	16	54	0	0.0	FN
FBgn0032821	GO:0005096	11	85	0	0.0	FP
FBgn0035645	GO:0005096	56	85	0	0.0	FN
FBgn0033778	GO:0001761	57	1	0	0.0	FP
FBgn0250910	GO:0001761	3	1	0	0.0	FN
FBgn0259937	GO:0007281	174	52	3	0.01327433628318584	FP
FBgn0015838	GO:0007281	21	52	0	0.0	FN
FBgn0030318	GO:0000139	11	67	0	0.0	FP
FBgn0033136	GO:0000139	0	67	0	0.0	FN
FBgn0261387	GO:0035556	36	118	0	0.0	FP
FBgn0261618	GO:0035556	121	118	3	0.012552301255230125	TN
FBgn0031057	GO:0031593	215	10	4	0.017777777777777778	FP
FBgn0261854	GO:0031593	118	10	0	0.0	FN
FBgn0039153	GO:0070681	4	3	1	0.14285714285714285	TP
FBgn0028717	GO:0070681	17	3	0	0.0	FN
FBgn0015278	GO:0005543	106	38	2	0.013888888888888888	FP
FBgn0051528	GO:0005543	0	38	0	0.0	FN
FBgn0036828	GO:0046540	116	33	16	0.10738255033557047	TP
FBgn0020381	GO:0046540	139	33	1	0.005813953488372093	FN
FBgn0263396	GO:0000785	137	190	8	0.024464831804281346	FP
FBgn0005626	GO:0000785	39	190	1	0.004366812227074236	FN
FBgn0032256	GO:0003723	27	486	4	0.007797270955165692	FP
FBgn0038309	GO:0003723	45	486	3	0.005649717514124294	FN
FBgn0039927	GO:0060025	4	16	0	0.0	FP
FBgn0028550	GO:0060025	3	16	0	0.0	FN
FBgn0029501	GO:0005575	7	2646	1	0.0003769317753486619	FP
FBgn0039480	GO:0005575	0	2646	0	0.0	FN
FBgn0039907	GO:0006357	16	615	3	0.004754358161648178	FP
FBgn0266136	GO:0006357	11	615	0	0.0	FN
FBgn0038887	GO:0000339	79	11	8	0.08888888888888889	FP
FBgn0061492	GO:0000339	2	11	0	0.0	FN
FBgn0014396	GO:0005737	35	1863	21	0.011064278187565859	FP
FBgn0038595	GO:0005737	1	1863	0	0.0	FN
FBgn0267001	GO:0031594	10	96	3	0.02830188679245283	FP
FBgn0016675	GO:0031594	13	96	0	0.0	FN
FBgn0053348	GO:0007606	0	90	0	0.0	FP
FBgn0266438	GO:0007606	3	90	0	0.0	FN
FBgn0029898	GO:0055085	1	388	0	0.0	FP
FBgn0053909	GO:0055085	0	388	0	0.0	FN
FBgn0001098	GO:0046693	79	14	0	0.0	FP
FBgn0052185	GO:0046693	5	14	0	0.0	FN
FBgn0005777	GO:0004722	623	46	0	0.0	FP
FBgn0002413	GO:0004722	276	46	8	0.024844720496894408	TN
FBgn0262451	GO:0008284	10	49	0	0.0	FP
FBgn0000079	GO:0008284	2	49	0	0.0	FN
FBgn0000659	GO:0009653	28	24	0	0.0	FP
FBgn0030005	GO:0009653	2	24	0	0.0	FN
FBgn0011661	GO:0005737	230	1863	78	0.037267080745341616	FP
FBgn0035754	GO:0005737	110	1863	19	0.00963000506842372	FN
FBgn0015789	GO:0016192	135	141	15	0.05434782608695652	FP
FBgn0015296	GO:0016192	115	141	6	0.0234375	TN
FBgn0263655	GO:0003674	0	3150	0	0.0	FP
FBgn0041629	GO:0003674	18	3150	0	0.0	FN
FBgn0030310	GO:0042834	6	19	1	0.04	FP
FBgn0039050	GO:0042834	11	19	0	0.0	FN
FBgn0000376	GO:0003682	5	174	1	0.00558659217877095	FP
FBgn0052380	GO:0003682	7	174	0	0.0	FN
FBgn0284442	GO:0003677	10	610	4	0.0064516129032258064	FP
FBgn0030600	GO:0003677	24	610	2	0.0031545741324921135	FN
FBgn0040524	GO:0003998	2	6	0	0.0	FP
FBgn0023076	GO:0003998	52	6	0	0.0	FN
FBgn0044096	GO:0003674	0	3150	0	0.0	FP
FBgn0028429	GO:0003674	20	3150	0	0.0	FN
FBgn0034970	GO:0007298	123	107	12	0.05217391304347826	FP
FBgn0031655	GO:0007298	3	107	0	0.0	FN
FBgn0029714	GO:0019843	53	26	3	0.0379746835443038	FP
FBgn0032297	GO:0019843	22	26	0	0.0	FN
FBgn0036316	GO:0070837	58	1	0	0.0	FP
FBgn0040345	GO:0070837	111	1	0	0.0	FN
FBgn0266136	GO:0005886	11	1052	2	0.0018814675446848542	FP
FBgn0002576	GO:0005886	58	1052	6	0.005405405405405406	FN
FBgn0053286	GO:0048487	3	9	0	0.0	FP
FBgn0024227	GO:0048487	20	9	0	0.0	FN
FBgn0016042	GO:0007140	0	32	0	0.0	FP
FBgn0031544	GO:0007140	23	32	0	0.0	FN
FBgn0051155	GO:0006352	53	22	1	0.013333333333333334	FP
FBgn0010350	GO:0006352	24	22	0	0.0	FN
FBgn0038385	GO:0016567	30	129	4	0.025157232704402517	FP
FBgn0053804	GO:0016567	0	129	0	0.0	FN
FBgn0004921	GO:0007391	48	104	1	0.006578947368421052	FP
FBgn0003137	GO:0007391	31	104	0	0.0	FN
FBgn0036397	GO:0061700	12	6	2	0.1111111111111111	TP
FBgn0039044	GO:0061700	207	6	1	0.004694835680751174	FN
FBgn0028427	GO:0005515	109	958	24	0.022492970946579195	FP
FBgn0267790	GO:0005515	145	958	39	0.03535811423390753	TN
FBgn0035152	GO:0003674	8	3150	0	0.0	FP
FBgn0033121	GO:0003674	131	3150	0	0.0	FN
FBgn0066367	GO:0003674	0	3150	0	0.0	FP
FBgn0053554	GO:0003674	113	3150	1	0.00030646644192460924	FN
FBgn0026404	GO:0005634	24	2250	7	0.0030782761653474055	FP
FBgn0041781	GO:0005634	61	2250	11	0.004759844223279966	FN
FBgn0261854	GO:0000132	118	22	2	0.014285714285714285	FP
FBgn0015279	GO:0000132	90	22	1	0.008928571428571428	FN
FBgn0041721	GO:0000348	1	8	0	0.0	FP
FBgn0262455	GO:0000348	1	8	0	0.0	FN
FBgn0060296	GO:0034704	3	2	0	0.0	FP
FBgn0035331	GO:0034704	2	2	0	0.0	FN
FBgn0000079	GO:0005576	2	499	1	0.001996007984031936	FP
FBgn0264750	GO:0005576	2	499	0	0.0	FN
FBgn0000547	GO:0045680	96	1	0	0.0	FP
FBgn0030904	GO:0045680	4	1	0	0.0	FN
FBgn0036925	GO:0003674	3	3150	0	0.0	FP
FBgn0053897	GO:0003674	0	3150	0	0.0	FN
FBgn0034237	GO:0005852	138	16	14	0.09090909090909091	FP
FBgn0262396	GO:0005852	0	16	0	0.0	FN
FBgn0035850	GO:0044804	66	6	2	0.027777777777777776	FP
FBgn0002914	GO:0044804	101	6	0	0.0	FN
FBgn0033136	GO:0016020	0	1524	0	0.0	FP
FBgn0259113	GO:0016020	68	1524	3	0.0018844221105527637	FN
FBgn0260780	GO:0005737	62	1863	15	0.007792207792207792	FP
FBgn0027287	GO:0005737	14	1863	8	0.004262120404901438	FN
FBgn0028639	GO:0005703	0	50	0	0.0	FP
FBgn0011692	GO:0005703	129	50	2	0.0111731843575419	TN
FBgn0052062	GO:0007399	61	88	1	0.006711409395973154	FP
FBgn0053243	GO:0007399	0	88	0	0.0	FN
FBgn0037363	GO:0009267	33	65	6	0.061224489795918366	FP
FBgn0033252	GO:0009267	68	65	1	0.007518796992481203	FN
FBgn0030286	GO:0016192	12	141	2	0.013071895424836602	FP
FBgn0037976	GO:0016192	3	141	0	0.0	FN
FBgn0020261	GO:1990124	123	19	4	0.028169014084507043	FP
FBgn0003687	GO:1990124	208	19	0	0.0	FN
FBgn0001202	GO:0005768	54	80	2	0.014925373134328358	FP
FBgn0052672	GO:0005768	80	80	3	0.01875	TN
FBgn0030746	GO:0140326	3	6	0	0.0	FP
FBgn0016042	GO:0140326	0	6	0	0.0	FN
FBgn0033942	GO:0019953	12	220	1	0.004310344827586207	FP
FBgn0001098	GO:0019953	79	220	0	0.0	FN
FBgn0263697	GO:0019781	16	2	1	0.05555555555555555	FP
FBgn0038916	GO:0019781	11	2	0	0.0	FN
FBgn0085638	GO:0016491	0	215	0	0.0	FP
FBgn0029778	GO:0016491	31	215	0	0.0	FN
FBgn0053243	GO:0019887	0	26	0	0.0	FP
FBgn0014366	GO:0019887	123	26	0	0.0	FN
FBgn0082939	GO:0005730	0	301	0	0.0	FP
FBgn0039214	GO:0005730	19	301	1	0.003125	FN
FBgn0010350	GO:0007602	24	48	0	0.0	FP
FBgn0033649	GO:0007602	1	48	0	0.0	FN
FBgn0036617	GO:0062129	63	134	3	0.015228426395939087	FP
FBgn0003256	GO:0062129	381	134	1	0.001941747572815534	FN
FBgn0015929	GO:0042555	99	7	5	0.04716981132075472	FP
FBgn0039734	GO:0042555	68	7	0	0.0	FN
FBgn0259970	GO:0019953	0	220	0	0.0	FP
FBgn0037116	GO:0019953	14	220	0	0.0	FN
FBgn0266137	GO:1903351	11	3	0	0.0	FP
FBgn0086253	GO:1903351	31	3	0	0.0	FN
FBgn0267327	GO:0005615	0	685	0	0.0	FP
FBgn0260945	GO:0005615	161	685	4	0.004728132387706856	FN
