protein	goTerm	proProNeighbor	goNeighbor	goAnnotatedProProNeighbors	score
FBgn0010422	GO:0003676	81	369	9	0.02
FBgn0024234	GO:0003676	17	369	0	0.0
FBgn0028704	GO:0016020	10	1524	0	0.0
FBgn0040283	GO:0016020	84	1524	4	0.0024875621890547263
FBgn0011300	GO:0032924	118	8	5	0.03968253968253968
FBgn0052758	GO:0032924	26	8	0	0.0
FBgn0035947	GO:0003723	86	486	12	0.02097902097902098
FBgn0267824	GO:0003723	8	486	0	0.0
FBgn0085396	GO:0003677	7	610	1	0.0016207455429497568
FBgn0250791	GO:0003677	193	610	3	0.0037359900373599006
FBgn0004859	GO:0007224	186	10	4	0.02040816326530612
FBgn0001199	GO:0007224	0	10	0	0.0
FBgn0020510	GO:0005515	105	958	27	0.02539981185324553
FBgn0262719	GO:0005515	10	958	6	0.006198347107438017
FBgn0285879	GO:0060232	4	4	0	0.0
FBgn0263237	GO:0060232	95	4	0	0.0
FBgn0014455	GO:0033353	71	6	1	0.012987012987012988
FBgn0031321	GO:0033353	44	6	0	0.0
FBgn0041195	GO:0034703	8	14	0	0.0
FBgn0027088	GO:0034703	53	14	0	0.0
FBgn0034708	GO:0043195	35	49	0	0.0
FBgn0053875	GO:0043195	0	49	0	0.0
FBgn0263106	GO:0006457	192	92	9	0.03169014084507042
FBgn0031392	GO:0006457	64	92	0	0.0
FBgn0036224	GO:0005524	92	643	17	0.02312925170068027
FBgn0020407	GO:0005524	49	643	4	0.005780346820809248
FBgn0041195	GO:0050982	8	7	0	0.0
FBgn0011606	GO:0050982	26	7	0	0.0
FBgn0010356	GO:0016251	146	27	15	0.08670520231213873
FBgn0034473	GO:0016251	3	27	0	0.0
FBgn0263621	GO:0003674	0	3150	0	0.0
FBgn0011591	GO:0003674	26	3150	1	0.00031486146095717883
FBgn0264560	GO:0007431	64	21	1	0.011764705882352941
FBgn0002932	GO:0007431	176	21	0	0.0
FBgn0042112	GO:0003735	2	290	0	0.0
FBgn0038853	GO:0003735	9	290	0	0.0
FBgn0027500	GO:0005813	20	120	9	0.06428571428571428
FBgn0051441	GO:0005813	1	120	0	0.0
FBgn0016070	GO:0030371	41	8	0	0.0
FBgn0001234	GO:0030371	7	8	0	0.0
FBgn0004838	GO:0005654	48	198	3	0.012195121951219513
FBgn0261985	GO:0005654	41	198	3	0.012552301255230125
FBgn0005666	GO:0008307	19	15	0	0.0
FBgn0003944	GO:0008307	151	15	0	0.0
FBgn0001285	GO:0004252	79	280	0	0.0
FBgn0000103	GO:0004252	0	280	0	0.0
FBgn0003041	GO:0032154	150	37	3	0.016042780748663103
FBgn0086558	GO:0032154	1971	37	6	0.00298804780876494
FBgn0037751	GO:0000785	12	190	2	0.009900990099009901
FBgn0053391	GO:0000785	0	190	0	0.0
FBgn0037351	GO:0006412	173	558	47	0.06429548563611491
FBgn0003300	GO:0006412	9	558	0	0.0
FBgn0263933	GO:0035220	105	70	3	0.017142857142857144
FBgn0005617	GO:0035220	18	70	1	0.011363636363636364
FBgn0027087	GO:0006427	166	1	0	0.0
FBgn0262160	GO:0006427	7	1	0	0.0
FBgn0033271	GO:0016020	12	1524	0	0.0
FBgn0024957	GO:0016020	11	1524	3	0.001954397394136808
FBgn0262421	GO:1903231	2	89	0	0.0
FBgn0039016	GO:1903231	36	89	3	0.024
FBgn0034666	GO:0005615	1	685	0	0.0
FBgn0024261	GO:0005615	0	685	0	0.0
FBgn0001965	GO:0045500	57	17	6	0.08108108108108109
FBgn0027088	GO:0045500	53	17	0	0.0
FBgn0030613	GO:0051726	11	40	0	0.0
FBgn0033377	GO:0051726	31	40	0	0.0
FBgn0035727	GO:0005575	0	2646	0	0.0
FBgn0260855	GO:0005575	59	2646	0	0.0
FBgn0011701	GO:0050764	1	3	0	0.0
FBgn0036641	GO:0050764	195	3	0	0.0
FBgn0052358	GO:0030533	0	290	0	0.0
FBgn0039858	GO:0030533	183	290	0	0.0
FBgn0025790	GO:0045886	103	43	1	0.00684931506849315
FBgn0036727	GO:0045886	1	43	0	0.0
FBgn0015765	GO:0002385	212	12	2	0.008928571428571428
FBgn0015924	GO:0002385	1	12	0	0.0
FBgn0266435	GO:0045455	1	12	0	0.0
FBgn0017407	GO:0045455	0	12	0	0.0
FBgn0040206	GO:0045879	257	58	6	0.01904761904761905
FBgn0025777	GO:0045879	114	58	0	0.0
FBgn0032811	GO:0004631	5	1	0	0.0
FBgn0052473	GO:0004631	27	1	0	0.0
FBgn0267326	GO:0030317	0	27	0	0.0
FBgn0023215	GO:0030317	58	27	1	0.011764705882352941
FBgn0052579	GO:0070782	0	2	0	0.0
FBgn0004372	GO:0070782	8	2	0	0.0
FBgn0024266	GO:0003674	0	3150	0	0.0
FBgn0260439	GO:0003674	215	3150	9	0.002674591381872214
FBgn0027364	GO:0006357	95	615	9	0.01267605633802817
FBgn0026398	GO:0006357	4	615	0	0.0
FBgn0040290	GO:0003676	46	369	3	0.007228915662650603
FBgn0085241	GO:0003676	0	369	0	0.0
FBgn0259108	GO:0019900	67	21	1	0.011363636363636364
FBgn0283476	GO:0019900	8	21	0	0.0
FBgn0015904	GO:0000981	13	415	2	0.004672897196261682
FBgn0026192	GO:0000981	55	415	0	0.0
FBgn0052068	GO:0010309	22	1	0	0.0
FBgn0020764	GO:0010309	31	1	0	0.0
FBgn0034921	GO:0000956	24	11	2	0.05714285714285714
FBgn0035375	GO:0000956	6	11	0	0.0
FBgn0001229	GO:0051082	24	69	5	0.053763440860215055
FBgn0015218	GO:0051082	158	69	0	0.0
FBgn0004406	GO:0003677	8	610	1	0.0016181229773462784
FBgn0052451	GO:0003677	41	610	3	0.004608294930875576
FBgn0035694	GO:0042600	3	39	0	0.0
FBgn0010269	GO:0042600	205	39	0	0.0
FBgn0053806	GO:0000786	0	124	0	0.0
FBgn0016756	GO:0000786	12	124	0	0.0
FBgn0286898	GO:0070971	0	16	0	0.0
FBgn0020506	GO:0070971	10	16	0	0.0
FBgn0039930	GO:0000002	4	6	0	0.0
FBgn0038919	GO:0000002	4	6	0	0.0
FBgn0259918	GO:0005515	2	958	2	0.0020833333333333333
FBgn0003165	GO:0005515	732	958	70	0.04142011834319527
FBgn0004872	GO:0034584	47	5	2	0.038461538461538464
FBgn0023179	GO:0034584	32	5	0	0.0
FBgn0031973	GO:0009611	1	30	0	0.0
FBgn0260653	GO:0009611	6	30	0	0.0
FBgn0278608	GO:0005634	48	2250	25	0.010879025239338555
FBgn0011260	GO:0005634	77	2250	21	0.009024495058014611
FBgn0283467	GO:0031503	7	1	0	0.0
FBgn0004647	GO:0031503	427	1	0	0.0
FBgn0030947	GO:0008270	0	516	0	0.0
FBgn0003396	GO:0008270	61	516	1	0.0017331022530329288
FBgn0040336	GO:0034389	27	12	0	0.0
FBgn0264386	GO:0034389	22	12	0	0.0
FBgn0086693	GO:0007605	10	73	2	0.024096385542168676
FBgn0029133	GO:0007605	117	73	0	0.0
FBgn0036641	GO:0005737	195	1863	53	0.02575315840621963
FBgn0003174	GO:0005737	3	1863	0	0.0
FBgn0040324	GO:0048013	2	4	1	0.16666666666666666
FBgn0261436	GO:0048013	11	4	0	0.0
FBgn0004607	GO:0006355	12	502	3	0.005836575875486381
FBgn0039293	GO:0006355	9	502	0	0.0
FBgn0030246	GO:0005524	20	643	1	0.0015082956259426848
FBgn0036016	GO:0005524	4	643	1	0.0015455950540958269
FBgn0010660	GO:0006606	37	49	6	0.06976744186046512
FBgn0085432	GO:0006606	60	49	0	0.0
FBgn0016076	GO:0007623	59	45	4	0.038461538461538464
FBgn0003090	GO:0007623	31	45	0	0.0
FBgn0036756	GO:0005764	70	78	0	0.0
FBgn0020224	GO:0005764	163	78	1	0.004149377593360996
FBgn0031696	GO:0006468	98	238	4	0.011904761904761904
FBgn0261111	GO:0006468	17	238	1	0.00392156862745098
FBgn0039348	GO:0006511	76	136	5	0.02358490566037736
FBgn0023169	GO:0006511	193	136	6	0.0182370820668693
FBgn0040907	GO:0032543	0	89	0	0.0
FBgn0014007	GO:0032543	12	89	0	0.0
FBgn0013726	GO:0032154	94	37	3	0.022900763358778626
FBgn0039338	GO:0032154	7	37	0	0.0
FBgn0017418	GO:0000151	28	31	4	0.06779661016949153
FBgn0003129	GO:0000151	55	31	0	0.0
FBgn0052068	GO:0016491	22	215	0	0.0
FBgn0261397	GO:0016491	160	215	1	0.0026666666666666666
FBgn0035850	GO:0006914	66	56	9	0.07377049180327869
FBgn0053832	GO:0006914	0	56	0	0.0
FBgn0053860	GO:0030527	0	121	0	0.0
FBgn0264495	GO:0030527	22	121	0	0.0
FBgn0037344	GO:0008270	40	516	4	0.007194244604316547
FBgn0003865	GO:0008270	14	516	3	0.005660377358490566
FBgn0250789	GO:0030727	261	11	1	0.003676470588235294
FBgn0026164	GO:0030727	0	11	0	0.0
FBgn0262473	GO:0008063	17	12	8	0.27586206896551724
FBgn0020388	GO:0008063	157	12	1	0.005917159763313609
FBgn0001248	GO:0005777	78	90	2	0.011904761904761904
FBgn0053355	GO:0005777	0	90	0	0.0
FBgn0053547	GO:0048786	26	27	6	0.11320754716981132
FBgn0070048	GO:0048786	0	27	0	0.0
FBgn0026602	GO:0004001	17	4	0	0.0
FBgn0030395	GO:0004001	5	4	0	0.0
FBgn0004394	GO:0007398	6	7	0	0.0
FBgn0032372	GO:0007398	3	7	0	0.0
FBgn0262103	GO:0004672	23	231	6	0.023622047244094488
FBgn0051072	GO:0004672	0	231	0	0.0
FBgn0285917	GO:0006357	10	615	1	0.0016
FBgn0003607	GO:0006357	125	615	16	0.021621621621621623
FBgn0034548	GO:0008150	0	1771	0	0.0
FBgn0051415	GO:0008150	1	1771	0	0.0
FBgn0004575	GO:0007269	25	52	0	0.0
FBgn0051921	GO:0007269	0	52	0	0.0
FBgn0017418	GO:0004842	28	101	3	0.023255813953488372
FBgn0050201	GO:0004842	0	101	0	0.0
FBgn0001977	GO:0005737	5	1863	0	0.0
FBgn0039459	GO:0005737	37	1863	9	0.004736842105263158
FBgn0020496	GO:0090263	185	51	4	0.01694915254237288
FBgn0000097	GO:0090263	27	51	0	0.0
FBgn0028375	GO:0035204	14	9	0	0.0
FBgn0027594	GO:0035204	23	9	0	0.0
FBgn0037672	GO:0006357	9	615	1	0.0016025641025641025
FBgn0034230	GO:0006357	53	615	4	0.005988023952095809
FBgn0043591	GO:0001745	0	119	0	0.0
FBgn0051495	GO:0001745	1	119	0	0.0
FBgn0011656	GO:0007520	83	32	0	0.0
FBgn0267975	GO:0007520	21	32	0	0.0
FBgn0002530	GO:0005829	0	1082	0	0.0
FBgn0000581	GO:0005829	19	1082	0	0.0
FBgn0002183	GO:0005703	143	50	11	0.05699481865284974
FBgn0053806	GO:0005703	0	50	0	0.0
FBgn0035036	GO:0005634	19	2250	6	0.002644336712208021
FBgn0052670	GO:0005634	0	2250	0	0.0
FBgn0032213	GO:0005576	83	499	6	0.010309278350515464
FBgn0037396	GO:0005576	5	499	0	0.0
FBgn0033210	GO:0030620	112	7	3	0.025210084033613446
FBgn0032813	GO:0030620	82	7	0	0.0
FBgn0034379	GO:0008270	3	516	1	0.0019267822736030828
FBgn0287873	GO:0008270	0	516	0	0.0
FBgn0028400	GO:0005544	20	13	1	0.030303030303030304
FBgn0001942	GO:0005544	212	13	0	0.0
FBgn0260971	GO:0005267	1	13	0	0.0
FBgn0261361	GO:0005267	3	13	0	0.0
FBgn0260985	GO:0005663	65	5	4	0.05714285714285714
FBgn0027619	GO:0005663	63	5	0	0.0
FBgn0015773	GO:0009888	46	10	0	0.0
FBgn0028707	GO:0009888	13	10	0	0.0
FBgn0013981	GO:0035059	334	49	1	0.0026109660574412533
FBgn0035568	GO:0035059	0	49	0	0.0
FBgn0028577	GO:0005515	196	958	25	0.021663778162911613
FBgn0000499	GO:0005515	209	958	65	0.055698371893744644
FBgn0011852	GO:0033460	0	13	0	0.0
FBgn0004855	GO:0033460	51	13	0	0.0
FBgn0027582	GO:0140569	15	1	0	0.0
FBgn0004456	GO:0140569	47	1	0	0.0
FBgn0037655	GO:0005886	23	1052	3	0.0027906976744186047
FBgn0003731	GO:0005886	637	1052	119	0.0704558910597987
FBgn0038975	GO:0051124	22	36	2	0.034482758620689655
FBgn0027568	GO:0051124	44	36	0	0.0
FBgn0037248	GO:0016607	10	31	0	0.0
FBgn0000287	GO:0016607	2	31	0	0.0
FBgn0029980	GO:0016094	32	1	0	0.0
FBgn0002948	GO:0016094	4	1	0	0.0
FBgn0286027	GO:0006370	0	4	0	0.0
FBgn0032006	GO:0006370	93	4	0	0.0
FBgn0015278	GO:0035091	106	32	0	0.0
FBgn0033065	GO:0035091	131	32	0	0.0
FBgn0003396	GO:0009953	61	38	1	0.010101010101010102
FBgn0262451	GO:0009953	10	38	0	0.0
FBgn0029836	GO:0003674	1	3150	0	0.0
FBgn0015772	GO:0003674	261	3150	21	0.006156552330694811
FBgn0033548	GO:0031118	27	4	3	0.0967741935483871
FBgn0051040	GO:0031118	12	4	0	0.0
FBgn0283442	GO:0048471	18	71	1	0.011235955056179775
FBgn0010909	GO:0048471	247	71	10	0.031446540880503145
FBgn0039251	GO:0031499	3	3	0	0.0
FBgn0038100	GO:0031499	13	3	0	0.0
FBgn0003863	GO:0006508	8	498	0	0.0
FBgn0026411	GO:0006508	52	498	1	0.0018181818181818182
FBgn0000330	GO:0007220	26	15	0	0.0
FBgn0038961	GO:0007220	6	15	0	0.0
FBgn0033438	GO:0046331	3	11	0	0.0
FBgn0036437	GO:0046331	10	11	0	0.0
FBgn0002873	GO:0000132	61	22	4	0.04819277108433735
FBgn0263289	GO:0000132	53	22	1	0.013333333333333334
FBgn0085200	GO:0008233	0	178	0	0.0
FBgn0266599	GO:0008233	708	178	13	0.014672686230248307
FBgn0034617	GO:0141006	21	4	2	0.08
FBgn0037637	GO:0141006	24	4	0	0.0
FBgn0051139	GO:0006493	1	33	0	0.0
FBgn0260935	GO:0006493	24	33	0	0.0
FBgn0010300	GO:0045180	24	13	3	0.08108108108108109
FBgn0288966	GO:0045180	0	13	0	0.0
FBgn0039802	GO:0006517	69	8	0	0.0
FBgn0042094	GO:0006517	19	8	0	0.0
FBgn0032033	GO:0005739	0	623	0	0.0
FBgn0029823	GO:0005739	261	623	24	0.027149321266968326
FBgn0037442	GO:0061630	19	148	0	0.0
FBgn0032783	GO:0061630	10	148	1	0.006329113924050633
FBgn0001987	GO:0061689	36	6	1	0.023809523809523808
FBgn0032971	GO:0061689	50	6	0	0.0
FBgn0010660	GO:0005643	37	37	5	0.06756756756756757
FBgn0032006	GO:0005643	93	37	0	0.0
FBgn0037301	GO:0045840	138	3	0	0.0
FBgn0020238	GO:0045840	547	3	1	0.0018181818181818182
FBgn0284421	GO:0007220	12	15	3	0.1111111111111111
FBgn0036969	GO:0007220	1	15	0	0.0
FBgn0030052	GO:0009116	16	8	0	0.0
FBgn0011217	GO:0009116	119	8	0	0.0
FBgn0250823	GO:0005524	373	643	57	0.05610236220472441
FBgn0031375	GO:0005524	6	643	1	0.0015408320493066256
FBgn0070037	GO:0003674	0	3150	0	0.0
FBgn0000227	GO:0003674	4	3150	1	0.0003170577045022194
FBgn0036278	GO:0035237	3	2	0	0.0
FBgn0015509	GO:0035237	428	2	0	0.0
FBgn0014411	GO:0030906	28	4	2	0.0625
FBgn0010583	GO:0030906	222	4	0	0.0
FBgn0021742	GO:0016020	27	1524	3	0.0019342359767891683
FBgn0001202	GO:0016020	54	1524	4	0.0025348542458808617
FBgn0000576	GO:0007420	26	44	1	0.014285714285714285
FBgn0264751	GO:0007420	48	44	0	0.0
FBgn0010398	GO:0007265	25	23	0	0.0
FBgn0026179	GO:0007265	17	23	1	0.025
FBgn0039260	GO:0000184	27	19	3	0.06521739130434782
FBgn0004647	GO:0000184	427	19	0	0.0
FBgn0023213	GO:0003723	143	486	49	0.07790143084260731
FBgn0051155	GO:0003723	53	486	3	0.0055658627087198514
FBgn0010247	GO:0051287	152	32	1	0.005434782608695652
FBgn0033278	GO:0051287	1	32	0	0.0
FBgn0002774	GO:0000805	120	4	3	0.024193548387096774
FBgn0085443	GO:0000805	30	4	0	0.0
FBgn0037031	GO:0000978	9	368	0	0.0
FBgn0038675	GO:0000978	10	368	0	0.0
FBgn0011975	GO:0005829	0	1082	0	0.0
FBgn0262717	GO:0005829	2	1082	0	0.0
FBgn0020618	GO:0005080	243	5	0	0.0
FBgn0036713	GO:0005080	21	5	0	0.0
FBgn0025334	GO:0006357	68	615	2	0.0029282576866764276
FBgn0036161	GO:0006357	21	615	1	0.0015723270440251573
FBgn0038385	GO:0032880	30	19	1	0.02040816326530612
FBgn0261064	GO:0032880	41	19	1	0.016666666666666666
FBgn0260794	GO:0005634	73	2250	27	0.01162290142057684
FBgn0260870	GO:0005634	0	2250	0	0.0
FBgn0000317	GO:0007015	19	80	1	0.010101010101010102
FBgn0031660	GO:0007015	11	80	0	0.0
FBgn0032520	GO:0036157	16	10	0	0.0
FBgn0021795	GO:0036157	248	10	0	0.0
FBgn0031693	GO:0020037	6	138	0	0.0
FBgn0000439	GO:0020037	52	138	0	0.0
FBgn0002525	GO:0048137	202	16	0	0.0
FBgn0031608	GO:0048137	12	16	0	0.0
FBgn0039800	GO:0015918	58	9	0	0.0
FBgn0033783	GO:0015918	18	9	0	0.0
FBgn0010278	GO:0005829	98	1082	12	0.010169491525423728
FBgn0011766	GO:0005829	91	1082	11	0.00937766410912191
FBgn0053181	GO:0005886	3	1052	0	0.0
FBgn0036824	GO:0005886	17	1052	5	0.004677268475210477
FBgn0010051	GO:0007629	32	17	0	0.0
FBgn0031266	GO:0007629	113	17	0	0.0
FBgn0031660	GO:0005762	11	50	1	0.01639344262295082
FBgn0039188	GO:0005762	56	50	5	0.04716981132075472
FBgn0037351	GO:0015934	173	10	3	0.01639344262295082
FBgn0031239	GO:0015934	6	10	0	0.0
FBgn0037225	GO:0005214	12	35	0	0.0
FBgn0069245	GO:0005214	0	35	0	0.0
FBgn0039828	GO:0006364	127	60	20	0.10695187165775401
FBgn0024234	GO:0006364	17	60	0	0.0
FBgn0283545	GO:0005713	25	1	0	0.0
FBgn0034308	GO:0005713	20	1	0	0.0
FBgn0037093	GO:0032968	77	17	1	0.010638297872340425
FBgn0027500	GO:0032968	20	17	0	0.0
FBgn0036309	GO:0030136	156	16	3	0.01744186046511628
FBgn0262437	GO:0030136	0	16	0	0.0
FBgn0024194	GO:0007225	35	2	0	0.0
FBgn0261671	GO:0007225	9	2	0	0.0
FBgn0266557	GO:0005634	52	2250	29	0.01259774109470026
FBgn0002973	GO:0005634	63	2250	15	0.00648508430609598
FBgn0019828	GO:0005634	6	2250	3	0.0013297872340425532
FBgn0023216	GO:0005634	2	2250	1	0.0004440497335701599
FBgn0051217	GO:0006508	7	498	0	0.0
FBgn0053126	GO:0006508	8	498	0	0.0
FBgn0050382	GO:0003674	139	3150	17	0.005168744299179082
FBgn0263600	GO:0003674	56	3150	1	0.00031191515907673113
FBgn0024689	GO:0005794	14	240	1	0.003937007874015748
FBgn0011279	GO:0005794	1	240	0	0.0
FBgn0036996	GO:0006629	24	92	12	0.10344827586206896
FBgn0263131	GO:0006629	6	92	0	0.0
FBgn0010774	GO:0000346	247	8	7	0.027450980392156862
FBgn0031094	GO:0000346	25	8	0	0.0
FBgn0086676	GO:0048477	7	248	0	0.0
FBgn0268063	GO:0048477	8	248	1	0.00390625
FBgn0032181	GO:0042026	9	32	1	0.024390243902439025
FBgn0061491	GO:0042026	0	32	0	0.0
FBgn0037743	GO:0006486	12	42	0	0.0
FBgn0028899	GO:0006486	5	42	0	0.0
FBgn0069070	GO:0048477	0	248	0	0.0
FBgn0038798	GO:0048477	0	248	0	0.0
FBgn0037742	GO:0005524	79	643	17	0.023545706371191136
FBgn0002937	GO:0005524	5	643	0	0.0
FBgn0263278	GO:0050908	6	7	0	0.0
FBgn0040093	GO:0050908	46	7	0	0.0
FBgn0000158	GO:0035212	9	19	1	0.03571428571428571
FBgn0039876	GO:0035212	3	19	0	0.0
FBgn0286071	GO:0007427	0	36	0	0.0
FBgn0027101	GO:0007427	58	36	1	0.010638297872340425
FBgn0031375	GO:0007406	6	21	4	0.14814814814814814
FBgn0037169	GO:0007406	1	21	0	0.0
FBgn0053847	GO:0006325	0	120	0	0.0
FBgn0250788	GO:0006325	86	120	1	0.0048543689320388345
FBgn0020764	GO:0006783	31	10	0	0.0
FBgn0028708	GO:0006783	10	10	0	0.0
FBgn0035922	GO:0007031	33	18	3	0.058823529411764705
FBgn0028686	GO:0007031	176	18	1	0.005154639175257732
FBgn0260439	GO:0045752	215	23	3	0.012605042016806723
FBgn0038395	GO:0045752	1	23	0	0.0
FBgn0039139	GO:0005634	36	2250	15	0.006561679790026247
FBgn0003093	GO:0005634	101	2250	24	0.010208421948107189
FBgn0250746	GO:0005839	161	26	24	0.12834224598930483
FBgn0024329	GO:0005839	86	26	1	0.008928571428571428
FBgn0046696	GO:0030677	0	4	0	0.0
FBgn0026666	GO:0030677	18	4	0	0.0
FBgn0004839	GO:0048803	15	18	1	0.030303030303030304
FBgn0262103	GO:0048803	23	18	0	0.0
FBgn0040087	GO:0010389	114	8	0	0.0
FBgn0034229	GO:0010389	59	8	0	0.0
FBgn0037541	GO:0006897	6	69	0	0.0
FBgn0032979	GO:0006897	48	69	1	0.008547008547008548
FBgn0002626	GO:0003735	78	290	35	0.09510869565217392
FBgn0031182	GO:0003735	131	290	1	0.0023752969121140144
FBgn0045035	GO:0000723	84	23	7	0.06542056074766354
FBgn0053208	GO:0000723	35	23	1	0.017241379310344827
FBgn0283478	GO:0005737	21	1863	7	0.0037154989384288748
FBgn0037326	GO:0005737	0	1863	0	0.0
FBgn0002567	GO:0003924	8	148	0	0.0
FBgn0000229	GO:0003924	201	148	6	0.017191977077363897
FBgn0013750	GO:0007269	144	52	3	0.015306122448979591
FBgn0000633	GO:0007269	1	52	0	0.0
FBgn0000227	GO:0005634	4	2250	2	0.0008873114463176575
FBgn0041195	GO:0005634	8	2250	2	0.0008857395925597874
FBgn0259918	GO:0009416	2	25	1	0.037037037037037035
FBgn0045035	GO:0009416	84	25	1	0.009174311926605505
FBgn0036824	GO:0050660	17	61	0	0.0
FBgn0029891	GO:0050660	52	61	0	0.0
FBgn0022069	GO:0006364	109	60	12	0.07100591715976332
FBgn0002733	GO:0006364	15	60	0	0.0
FBgn0004373	GO:0046854	6	26	0	0.0
FBgn0284248	GO:0046854	40	26	0	0.0
FBgn0003996	GO:0006727	31	21	2	0.038461538461538464
FBgn0039923	GO:0006727	15	21	0	0.0
FBgn0030795	GO:0035725	32	61	8	0.08602150537634409
FBgn0053844	GO:0035725	0	61	0	0.0
FBgn0266450	GO:0000978	65	368	1	0.0023094688221709007
FBgn0053904	GO:0000978	0	368	0	0.0
FBgn0041171	GO:0071456	156	31	1	0.0053475935828877
FBgn0250753	GO:0071456	34	31	0	0.0
FBgn0030103	GO:0007608	1	116	0	0.0
FBgn0004516	GO:0007608	99	116	0	0.0
FBgn0284084	GO:0050808	16	59	1	0.013333333333333334
FBgn0039160	GO:0050808	67	59	0	0.0
FBgn0043903	GO:0004896	80	3	1	0.012048192771084338
FBgn0041100	GO:0004896	276	3	0	0.0
FBgn0027903	GO:0005515	23	958	7	0.007135575942915392
FBgn0031169	GO:0005515	1	958	0	0.0
FBgn0036942	GO:0032868	22	5	2	0.07407407407407407
FBgn0000179	GO:0032868	16	5	0	0.0
FBgn0082598	GO:0045944	64	324	5	0.01288659793814433
FBgn0039875	GO:0045944	87	324	2	0.004866180048661801
FBgn0011205	GO:0015937	15	6	0	0.0
FBgn0284084	GO:0015937	16	6	0	0.0
FBgn0000163	GO:0008104	55	69	4	0.03225806451612903
FBgn0001319	GO:0008104	51	69	1	0.008333333333333333
FBgn0052706	GO:0000472	54	8	6	0.0967741935483871
FBgn0027610	GO:0000472	23	8	0	0.0
FBgn0033597	GO:0008010	6	112	0	0.0
FBgn0037354	GO:0008010	60	112	0	0.0
FBgn0033387	GO:0055085	9	388	4	0.010075566750629723
FBgn0003444	GO:0055085	31	388	0	0.0
FBgn0053098	GO:0009791	1	5	0	0.0
FBgn0013686	GO:0009791	0	5	0	0.0
FBgn0015919	GO:0045926	46	17	2	0.031746031746031744
FBgn0287825	GO:0045926	0	17	0	0.0
FBgn0036856	GO:0032259	4	15	0	0.0
FBgn0000723	GO:0032259	36	15	0	0.0
FBgn0015360	GO:0016020	2	1524	0	0.0
FBgn0025800	GO:0016020	412	1524	20	0.010330578512396695
FBgn0261850	GO:0005675	70	10	7	0.0875
FBgn0013733	GO:0005675	127	10	0	0.0
FBgn0010395	GO:0046982	3	217	1	0.004545454545454545
FBgn0039714	GO:0046982	20	217	1	0.004219409282700422
FBgn0034982	GO:0005737	9	1863	3	0.0016025641025641025
FBgn0030230	GO:0005737	7	1863	2	0.0010695187165775401
FBgn0032387	GO:0047402	0	1	0	0.0
FBgn0051437	GO:0047402	0	1	0	0.0
FBgn0004379	GO:0016887	23	237	0	0.0
FBgn0033069	GO:0016887	4	237	0	0.0
FBgn0038452	GO:0003674	7	3150	2	0.0006335128286347799
FBgn0003074	GO:0003674	81	3150	0	0.0
FBgn0010235	GO:0046843	98	57	3	0.01935483870967742
FBgn0003447	GO:0046843	22	57	0	0.0
FBgn0261380	GO:0005840	13	234	0	0.0
FBgn0039581	GO:0005840	90	234	1	0.0030864197530864196
FBgn0003495	GO:0008083	15	21	0	0.0
FBgn0035978	GO:0008083	55	21	0	0.0
FBgn0029763	GO:0005634	32	2250	11	0.004820333041191937
FBgn0000229	GO:0005634	201	2250	66	0.02692778457772338
FBgn0000542	GO:0004843	8	40	0	0.0
FBgn0004872	GO:0004843	47	40	0	0.0
FBgn0267378	GO:0031267	39	109	1	0.006756756756756757
FBgn0266438	GO:0031267	3	109	0	0.0
FBgn0010497	GO:0010636	62	5	0	0.0
FBgn0025790	GO:0010636	103	5	0	0.0
FBgn0038252	GO:0000785	19	190	2	0.009569377990430622
FBgn0003449	GO:0000785	109	190	5	0.016722408026755852
FBgn0025777	GO:0005886	114	1052	12	0.010291595197255575
FBgn0017418	GO:0005886	28	1052	3	0.002777777777777778
FBgn0031976	GO:0006629	2	92	0	0.0
FBgn0261556	GO:0006629	43	92	0	0.0
FBgn0034286	GO:0007606	4	90	0	0.0
FBgn0037978	GO:0007606	21	90	0	0.0
FBgn0262009	GO:0004867	0	81	0	0.0
FBgn0034099	GO:0004867	4	81	0	0.0
FBgn0011723	GO:0003700	8	287	2	0.006779661016949152
FBgn0033901	GO:0003700	22	287	1	0.003236245954692557
FBgn0019968	GO:0007018	40	70	0	0.0
FBgn0041087	GO:0007018	18	70	0	0.0
FBgn0027784	GO:0005682	51	20	1	0.014084507042253521
FBgn0036742	GO:0005682	45	20	0	0.0
FBgn0013767	GO:0048149	1	68	0	0.0
FBgn0002932	GO:0048149	176	68	4	0.01639344262295082
FBgn0033453	GO:0140896	5	6	0	0.0
FBgn0001139	GO:0140896	166	6	0	0.0
FBgn0037718	GO:0034975	86	4	0	0.0
FBgn0030774	GO:0034975	18	4	0	0.0
FBgn0035390	GO:0017128	28	4	0	0.0
FBgn0030863	GO:0017128	38	4	0	0.0
FBgn0001137	GO:0005154	132	9	0	0.0
FBgn0001250	GO:0005154	57	9	1	0.015151515151515152
FBgn0053821	GO:0000785	0	190	0	0.0
FBgn0085693	GO:0000785	50	190	0	0.0
FBgn0036161	GO:0009750	21	4	2	0.08
FBgn0052445	GO:0009750	6	4	0	0.0
FBgn0041100	GO:0010821	276	10	2	0.006993006993006993
FBgn0004647	GO:0010821	427	10	1	0.002288329519450801
FBgn0030974	GO:0036396	45	8	4	0.07547169811320754
FBgn0035187	GO:0036396	12	8	0	0.0
FBgn0045852	GO:0046974	31	6	1	0.02702702702702703
